Date,Campaign_ID,Channel,Impressions,Clicks,Conversions,Cost,Revenue,Month,Week
2024-10-05,CAMP_007,SEO Organic,1442,70,2,0.01,0.05,October,40
2024-10-06,CAMP_007,SEO Organic,936,46,1,0.0,0.03,October,40
2024-10-07,CAMP_007,SEO Organic,1527,75,2,0.01,0.05,October,41
2024-10-08,CAMP_007,SEO Organic,1394,68,1,0.01,0.04,October,41
2024-10-09,CAMP_007,SEO Organic,969,47,1,0.0,0.03,October,41
2024-10-10,CAMP_007,SEO Organic,1584,77,2,0.01,0.05,October,41
2024-10-11,CAMP_007,SEO Organic,1621,79,2,0.01,0.05,October,41
2024-10-12,CAMP_007,SEO Organic,953,46,1,0.0,0.03,October,41
2024-10-13,CAMP_007,SEO Organic,1121,55,1,0.01,0.04,October,41
2024-10-14,CAMP_007,SEO Organic,1532,75,2,0.01,0.05,October,42
2024-10-15,CAMP_007,SEO Organic,1487,73,2,0.01,0.05,October,42
2024-10-16,CAMP_007,SEO Organic,1049,51,1,0.01,0.03,October,42
2024-10-17,CAMP_007,SEO Organic,1068,52,1,0.01,0.03,October,42
2024-10-18,CAMP_007,SEO Organic,1194,58,1,0.01,0.04,October,42
2024-10-19,CAMP_007,SEO Organic,1282,62,1,0.01,0.04,October,42
2024-10-20,CAMP_007,SEO Organic,1386,68,1,0.01,0.04,October,42
2024-10-21,CAMP_007,SEO Organic,1192,58,1,0.01,0.04,October,43
2024-10-22,CAMP_007,SEO Organic,1265,62,1,0.01,0.04,October,43
2024-10-23,CAMP_007,SEO Organic,1487,73,2,0.01,0.05,October,43
2024-10-24,CAMP_007,SEO Organic,934,45,1,0.0,0.03,October,43
2024-10-25,CAMP_007,SEO Organic,1102,54,1,0.01,0.03,October,43
2024-10-26,CAMP_007,SEO Organic,1460,71,2,0.01,0.05,October,43
2024-10-27,CAMP_007,SEO Organic,1601,78,2,0.01,0.05,October,43
2024-10-28,CAMP_007,SEO Organic,1303,64,1,0.01,0.04,October,44
2024-10-29,CAMP_007,SEO Organic,1319,64,1,0.01,0.04,October,44
2024-10-30,CAMP_007,SEO Organic,989,48,1,0.0,0.03,October,44
2024-10-31,CAMP_007,SEO Organic,1253,61,1,0.01,0.04,October,44
2024-11-01,CAMP_007,SEO Organic,1320,64,1,0.01,0.04,November,44
2024-11-02,CAMP_007,SEO Organic,1094,53,1,0.01,0.03,November,44
2024-11-03,CAMP_007,SEO Organic,1115,54,1,0.01,0.04,November,44
2024-11-04,CAMP_007,SEO Organic,1199,58,1,0.01,0.04,November,45
2024-11-05,CAMP_007,SEO Organic,921,45,1,0.0,0.03,November,45
2024-11-06,CAMP_007,SEO Organic,1156,56,1,0.01,0.04,November,45
2024-11-07,CAMP_007,SEO Organic,1070,52,1,0.01,0.03,November,45
2024-11-08,CAMP_007,SEO Organic,1160,57,1,0.01,0.04,November,45
2024-11-09,CAMP_007,SEO Organic,999,49,1,0.0,0.03,November,45
2024-11-10,CAMP_007,SEO Organic,1598,78,2,0.01,0.05,November,45
2024-11-11,CAMP_007,SEO Organic,1367,67,1,0.01,0.04,November,46
2024-11-12,CAMP_007,SEO Organic,1433,70,2,0.01,0.05,November,46
2024-11-17,CAMP_008,Email,8262,1288,65,48.93,551.85,November,46
2024-11-18,CAMP_008,Email,7034,1097,55,41.66,469.82,November,47
2024-11-19,CAMP_008,Email,5295,826,41,31.36,353.7,November,47
2024-11-20,CAMP_008,Email,7197,1122,56,42.62,480.73,November,47
2024-11-21,CAMP_008,Email,7407,1155,58,43.87,494.76,November,47
2024-11-22,CAMP_008,Email,8077,1259,63,47.84,539.51,November,47
2024-11-23,CAMP_008,Email,6752,1053,53,39.99,450.97,November,47
2024-11-24,CAMP_008,Email,5467,852,43,32.38,365.18,November,47
2024-11-25,CAMP_008,Email,6127,955,48,36.29,409.25,November,48
2024-11-26,CAMP_008,Email,6462,1008,51,38.27,431.62,November,48
2024-11-27,CAMP_008,Email,7657,1194,60,45.35,511.43,November,48
2024-11-28,CAMP_008,Email,7340,1144,57,43.47,490.23,November,48
2024-11-29,CAMP_008,Email,6433,1003,50,38.1,429.65,November,48
2024-11-30,CAMP_008,Email,9096,1418,71,53.87,607.53,November,48
2024-12-01,CAMP_008,Email,7487,1167,59,44.34,500.1,December,48
2024-12-02,CAMP_008,Email,5930,925,46,35.12,396.11,December,49
2024-12-03,CAMP_008,Email,5358,835,42,31.73,357.9,December,49
2024-12-04,CAMP_008,Email,5574,869,44,33.01,372.31,December,49
2024-12-05,CAMP_008,Email,5967,930,47,35.34,398.58,December,49
2024-12-06,CAMP_008,Email,5607,874,44,33.21,374.52,December,49
2024-12-07,CAMP_008,Email,5716,891,45,33.85,381.82,December,49
2024-12-08,CAMP_008,Email,6133,956,48,36.32,409.62,December,49
2024-12-09,CAMP_008,Email,5661,883,44,33.52,378.1,December,50
2024-12-10,CAMP_008,Email,8717,1359,68,51.62,582.2,December,50
2024-12-11,CAMP_008,Email,5267,821,41,31.19,351.82,December,50
2024-12-12,CAMP_008,Email,7144,1114,56,42.31,477.17,December,50
2024-12-13,CAMP_008,Email,6662,1039,52,39.45,444.97,December,50
2024-12-14,CAMP_008,Email,9078,1416,71,53.76,606.36,December,50
2024-12-15,CAMP_008,Email,5402,842,42,31.99,360.79,December,50
2024-12-16,CAMP_008,Email,6609,1030,52,39.14,441.44,December,51
2024-12-17,CAMP_008,Email,9024,1407,71,53.44,602.72,December,51
2024-12-18,CAMP_008,Email,8585,1339,67,50.84,573.39,December,51
2024-12-19,CAMP_008,Email,8380,1307,66,49.63,559.72,December,51
2024-12-20,CAMP_008,Email,6018,938,47,35.64,401.95,December,51
2024-12-21,CAMP_008,Email,5650,881,44,33.46,377.4,December,51
2024-12-22,CAMP_008,Email,7753,1209,61,45.91,517.84,December,51
2024-12-23,CAMP_008,Email,8855,1381,69,52.44,591.41,December,52
2024-12-24,CAMP_008,Email,7280,1135,57,43.12,486.27,December,52
2024-12-25,CAMP_008,Email,7343,1145,57,43.49,490.46,December,52
2024-12-26,CAMP_008,Email,6111,953,48,36.19,408.18,December,52
2024-12-27,CAMP_008,Email,8179,1275,64,48.44,546.29,December,52
2024-12-28,CAMP_008,Email,5718,892,45,33.87,381.95,December,52
2024-12-29,CAMP_008,Email,6296,982,49,37.28,420.51,December,52
2024-12-30,CAMP_008,Email,6726,1049,53,39.83,449.22,December,1
2024-05-28,CAMP_009,Google Ads,18203,815,19,1803.2,5812.29,May,22
2024-05-29,CAMP_009,Google Ads,15319,686,16,1517.58,4891.64,May,22
2024-05-30,CAMP_009,Google Ads,13932,624,15,1380.18,4448.77,May,22
2024-05-31,CAMP_009,Google Ads,19323,865,21,1914.14,6169.89,May,22
2024-06-01,CAMP_009,Google Ads,15822,708,17,1567.36,5052.1,June,22
2024-06-02,CAMP_009,Google Ads,19003,851,20,1882.49,6067.89,June,22
2024-06-03,CAMP_009,Google Ads,14362,643,15,1422.75,4585.98,June,23
2024-06-04,CAMP_009,Google Ads,17915,802,19,1774.69,5720.4,June,23
2024-06-05,CAMP_009,Google Ads,18474,827,20,1830.1,5899.0,June,23
2024-06-06,CAMP_009,Google Ads,13247,593,14,1312.31,4230.02,June,23
2024-06-07,CAMP_009,Google Ads,16344,732,17,1619.02,5218.64,June,23
2024-06-08,CAMP_009,Google Ads,14145,633,15,1401.26,4516.73,June,23
2024-06-09,CAMP_009,Google Ads,13373,599,14,1324.76,4270.12,June,23
2024-06-10,CAMP_009,Google Ads,23447,1050,25,2322.69,7486.78,June,24
2024-06-11,CAMP_009,Google Ads,16189,725,17,1603.68,5169.17,June,24
2024-06-12,CAMP_009,Google Ads,21489,962,23,2128.74,6861.61,June,24
2024-06-13,CAMP_009,Google Ads,15452,692,16,1530.75,4934.1,June,24
2024-06-14,CAMP_009,Google Ads,20093,900,21,1990.48,6415.96,June,24
2024-06-15,CAMP_009,Google Ads,20949,938,22,2075.27,6689.26,June,24
2024-06-16,CAMP_009,Google Ads,19160,858,20,1898.0,6117.88,June,24
2024-06-17,CAMP_009,Google Ads,17811,797,19,1764.39,5687.2,June,25
2024-06-18,CAMP_009,Google Ads,17162,768,18,1700.05,5479.82,June,25
2024-06-19,CAMP_009,Google Ads,16477,738,17,1632.23,5261.21,June,25
2024-06-20,CAMP_009,Google Ads,22790,1020,24,2257.6,7276.99,June,25
2024-11-21,CAMP_010,Google Ads,3690,177,2,201.77,879.21,November,47
2024-11-22,CAMP_010,Google Ads,3939,189,2,215.35,938.37,November,47
2024-11-23,CAMP_010,Google Ads,2385,114,1,130.42,568.28,November,47
2024-11-24,CAMP_010,Google Ads,3506,168,2,191.69,835.3,November,47
2024-11-25,CAMP_010,Google Ads,3889,187,2,212.65,926.63,November,48
2024-11-26,CAMP_010,Google Ads,2490,119,1,136.17,593.35,November,48
2024-11-27,CAMP_010,Google Ads,2278,109,1,124.58,542.84,November,48
2024-11-28,CAMP_010,Google Ads,3525,169,2,192.73,839.81,November,48
2024-11-29,CAMP_010,Google Ads,3217,154,2,175.89,766.45,November,48
2024-11-30,CAMP_010,Google Ads,3711,178,2,202.9,884.14,November,48
2024-12-01,CAMP_010,Google Ads,2414,116,1,131.98,575.1,December,48
2024-12-02,CAMP_010,Google Ads,3625,174,2,198.2,863.65,December,49
2024-12-03,CAMP_010,Google Ads,2528,121,1,138.23,602.33,December,49
2024-12-04,CAMP_010,Google Ads,2458,118,1,134.39,585.61,December,49
2024-12-05,CAMP_010,Google Ads,2459,118,1,134.45,585.88,December,49
2024-12-06,CAMP_010,Google Ads,3661,176,2,200.15,872.15,December,49
2024-12-07,CAMP_010,Google Ads,3385,162,2,185.06,806.39,December,49
2024-12-08,CAMP_010,Google Ads,3122,150,2,170.7,743.82,December,49
2024-12-09,CAMP_010,Google Ads,2818,135,2,154.11,671.53,December,50
2024-12-10,CAMP_010,Google Ads,3776,181,2,206.48,899.71,December,50
2024-12-11,CAMP_010,Google Ads,2881,138,2,157.5,686.32,December,50
2024-12-12,CAMP_010,Google Ads,3664,176,2,200.35,873.04,December,50
2024-12-13,CAMP_010,Google Ads,2967,142,2,162.22,706.88,December,50
2024-12-14,CAMP_010,Google Ads,2852,137,2,155.94,679.5,December,50
2024-12-15,CAMP_010,Google Ads,3010,144,2,164.6,717.24,December,50
2024-12-16,CAMP_010,Google Ads,2712,130,2,148.3,646.24,December,51
2024-12-17,CAMP_010,Google Ads,3537,170,2,193.38,842.67,December,51
2024-12-18,CAMP_010,Google Ads,3084,148,2,168.64,734.87,December,51
2024-12-19,CAMP_010,Google Ads,2585,124,1,141.32,615.79,December,51
2024-12-20,CAMP_010,Google Ads,3818,183,2,208.74,909.56,December,51
2024-12-21,CAMP_010,Google Ads,2865,137,2,156.64,682.56,December,51
2024-12-22,CAMP_010,Google Ads,3160,152,2,172.77,752.84,December,51
2024-12-23,CAMP_010,Google Ads,3830,184,2,209.43,912.6,December,52
2024-12-24,CAMP_010,Google Ads,3309,159,2,180.92,788.36,December,52
2024-12-25,CAMP_010,Google Ads,2371,114,1,129.67,565.03,December,52
2024-12-26,CAMP_010,Google Ads,3892,187,2,212.8,927.28,December,52
2024-12-27,CAMP_010,Google Ads,3315,159,2,181.27,789.89,December,52
2024-12-28,CAMP_010,Google Ads,2774,133,2,151.69,660.99,December,52
2024-12-29,CAMP_010,Google Ads,2413,116,1,131.93,574.88,December,52
2024-12-30,CAMP_010,Google Ads,3623,174,2,198.07,863.1,December,1
2024-11-27,CAMP_011,Instagram Ads,15106,587,11,622.0,1629.24,November,48
2024-11-28,CAMP_011,Instagram Ads,14374,558,10,591.85,1550.26,November,48
2024-11-29,CAMP_011,Instagram Ads,17422,677,12,717.33,1878.92,November,48
2024-11-30,CAMP_011,Instagram Ads,16531,642,12,680.67,1782.91,November,48
2024-12-01,CAMP_011,Instagram Ads,11146,433,8,458.94,1202.13,December,48
2024-12-02,CAMP_011,Instagram Ads,12499,485,9,514.66,1348.07,December,49
2024-12-03,CAMP_011,Instagram Ads,11965,464,8,492.65,1290.41,December,49
2024-12-04,CAMP_011,Instagram Ads,16154,627,12,665.13,1742.19,December,49
2024-12-05,CAMP_011,Instagram Ads,10147,394,7,417.82,1094.4,December,49
2024-12-06,CAMP_011,Instagram Ads,14682,570,10,604.53,1583.48,December,49
2024-12-07,CAMP_011,Instagram Ads,16310,633,12,671.57,1759.07,December,49
2024-12-08,CAMP_011,Instagram Ads,17277,671,12,711.36,1863.3,December,49
2024-12-09,CAMP_011,Instagram Ads,12756,495,9,525.23,1375.75,December,50
2024-12-10,CAMP_011,Instagram Ads,16807,653,12,692.04,1812.69,December,50
2024-12-11,CAMP_011,Instagram Ads,10799,419,8,444.66,1164.7,December,50
2024-12-12,CAMP_011,Instagram Ads,17020,661,12,700.81,1835.66,December,50
2024-12-13,CAMP_011,Instagram Ads,10942,425,8,450.52,1180.08,December,50
2024-12-14,CAMP_011,Instagram Ads,13223,513,9,544.45,1426.09,December,50
2024-12-15,CAMP_011,Instagram Ads,16605,645,12,683.7,1790.84,December,50
2024-12-16,CAMP_011,Instagram Ads,11131,432,8,458.33,1200.53,December,51
2024-12-17,CAMP_011,Instagram Ads,11802,458,8,485.95,1272.87,December,51
2024-12-18,CAMP_011,Instagram Ads,15970,620,11,657.57,1722.41,December,51
2024-12-19,CAMP_011,Instagram Ads,15952,619,11,656.8,1720.39,December,51
2024-03-24,CAMP_012,Facebook Ads,3280,33,0,34.02,130.63,March,12
2024-03-25,CAMP_012,Facebook Ads,3375,34,0,35.01,134.45,March,13
2024-03-26,CAMP_012,Facebook Ads,3101,31,0,32.17,123.52,March,13
2024-03-27,CAMP_012,Facebook Ads,2573,26,0,26.69,102.5,March,13
2024-03-28,CAMP_012,Facebook Ads,2744,28,0,28.46,109.28,March,13
2024-03-29,CAMP_012,Facebook Ads,2446,24,0,25.37,97.43,March,13
2024-03-30,CAMP_012,Facebook Ads,3765,38,0,39.05,149.95,March,13
2024-03-31,CAMP_012,Facebook Ads,3175,32,0,32.93,126.46,March,13
2024-04-01,CAMP_012,Facebook Ads,2844,29,0,29.5,113.27,April,14
2024-04-02,CAMP_012,Facebook Ads,2955,30,0,30.65,117.69,April,14
2024-04-03,CAMP_012,Facebook Ads,3835,39,0,39.78,152.75,April,14
2024-04-04,CAMP_012,Facebook Ads,2395,24,0,24.84,95.38,April,14
2024-04-05,CAMP_012,Facebook Ads,3180,32,0,32.99,126.66,April,14
2024-04-06,CAMP_012,Facebook Ads,3034,30,0,31.47,120.86,April,14
2024-04-07,CAMP_012,Facebook Ads,3226,32,0,33.46,128.49,April,14
2024-04-08,CAMP_012,Facebook Ads,2149,21,0,22.29,85.61,April,15
2024-04-09,CAMP_012,Facebook Ads,3699,37,0,38.37,147.32,April,15
2024-04-10,CAMP_012,Facebook Ads,3808,38,0,39.49,151.66,April,15
2024-04-11,CAMP_012,Facebook Ads,3142,32,0,32.59,125.14,April,15
2024-04-12,CAMP_012,Facebook Ads,3380,34,0,35.06,134.64,April,15
2024-04-13,CAMP_012,Facebook Ads,3790,38,0,39.31,150.96,April,15
2024-04-14,CAMP_012,Facebook Ads,3400,34,0,35.26,135.41,April,15
2024-04-15,CAMP_012,Facebook Ads,2393,24,0,24.82,95.33,April,16
2024-04-16,CAMP_012,Facebook Ads,3162,32,0,32.8,125.95,April,16
2024-04-17,CAMP_012,Facebook Ads,3217,32,0,33.37,128.14,April,16
2024-04-18,CAMP_012,Facebook Ads,2886,29,0,29.94,114.95,April,16
2024-04-19,CAMP_012,Facebook Ads,3453,35,0,35.81,137.52,April,16
2024-04-20,CAMP_012,Facebook Ads,3812,38,0,39.54,151.82,April,16
2024-04-21,CAMP_012,Facebook Ads,3796,38,0,39.37,151.18,April,16
2024-04-22,CAMP_012,Facebook Ads,2934,29,0,30.44,116.88,April,17
2024-04-23,CAMP_012,Facebook Ads,2322,23,0,24.08,92.49,April,17
2024-04-24,CAMP_012,Facebook Ads,3903,39,0,40.49,155.47,April,17
2024-04-25,CAMP_012,Facebook Ads,3638,37,0,37.74,144.92,April,17
2024-04-26,CAMP_012,Facebook Ads,2343,23,0,24.3,93.31,April,17
2024-04-27,CAMP_012,Facebook Ads,3787,38,0,39.28,150.84,April,17
2024-04-28,CAMP_012,Facebook Ads,3695,37,0,38.32,147.16,April,17
2024-04-29,CAMP_012,Facebook Ads,3058,31,0,31.72,121.79,April,18
2024-04-30,CAMP_012,Facebook Ads,3189,32,0,33.08,127.03,April,18
2024-05-01,CAMP_012,Facebook Ads,2840,29,0,29.46,113.13,May,18
2024-05-02,CAMP_012,Facebook Ads,2216,22,0,22.98,88.26,May,18
2024-05-03,CAMP_012,Facebook Ads,2725,27,0,28.26,108.52,May,18
2024-05-04,CAMP_012,Facebook Ads,3573,36,0,37.06,142.32,May,18
2024-05-05,CAMP_012,Facebook Ads,2125,21,0,22.04,84.64,May,18
2024-05-06,CAMP_012,Facebook Ads,2721,27,0,28.23,108.4,May,19
2024-05-07,CAMP_012,Facebook Ads,2839,28,0,29.45,113.07,May,19
2024-05-08,CAMP_012,Facebook Ads,3091,31,0,32.07,123.14,May,19
2024-05-09,CAMP_012,Facebook Ads,3785,38,0,39.26,150.77,May,19
2024-05-10,CAMP_012,Facebook Ads,2745,28,0,28.47,109.33,May,19
2024-05-11,CAMP_012,Facebook Ads,2746,28,0,28.48,109.37,May,19
2024-05-12,CAMP_012,Facebook Ads,3454,35,0,35.83,137.59,May,19
2024-05-13,CAMP_012,Facebook Ads,2937,29,0,30.46,116.98,May,20
2024-05-14,CAMP_012,Facebook Ads,2524,25,0,26.18,100.53,May,20
2024-05-15,CAMP_012,Facebook Ads,2937,29,0,30.47,117.0,May,20
2024-05-16,CAMP_012,Facebook Ads,2372,24,0,24.6,94.48,May,20
2024-05-17,CAMP_012,Facebook Ads,2436,24,0,25.27,97.05,May,20
2024-05-18,CAMP_012,Facebook Ads,3021,30,0,31.33,120.32,May,20
2024-05-19,CAMP_012,Facebook Ads,2876,29,0,29.84,114.57,May,20
2024-05-20,CAMP_012,Facebook Ads,3776,38,0,39.17,150.41,May,21
2024-05-21,CAMP_012,Facebook Ads,2774,28,0,28.77,110.49,May,21
2024-05-22,CAMP_012,Facebook Ads,3170,32,0,32.88,126.26,May,21
2024-05-23,CAMP_012,Facebook Ads,3264,33,0,33.85,129.99,May,21
2024-05-24,CAMP_012,Facebook Ads,2140,21,0,22.2,85.25,May,21
2024-05-25,CAMP_012,Facebook Ads,3320,33,0,34.44,132.25,May,21
2024-05-26,CAMP_012,Facebook Ads,2439,24,0,25.3,97.17,May,21
2024-05-27,CAMP_012,Facebook Ads,3860,39,0,40.04,153.75,May,22
2024-05-28,CAMP_012,Facebook Ads,2386,24,0,24.75,95.05,May,22
2024-05-29,CAMP_012,Facebook Ads,2869,29,0,29.76,114.26,May,22
2024-05-30,CAMP_012,Facebook Ads,2271,23,0,23.56,90.47,May,22
2024-05-31,CAMP_012,Facebook Ads,3925,40,0,40.71,156.34,May,22
2024-06-01,CAMP_012,Facebook Ads,3028,30,0,31.4,120.59,June,22
2024-06-02,CAMP_012,Facebook Ads,3197,32,0,33.16,127.33,June,22
2024-06-03,CAMP_012,Facebook Ads,2238,22,0,23.22,89.15,June,23
2024-06-04,CAMP_012,Facebook Ads,3477,35,0,36.07,138.5,June,23
2024-01-29,CAMP_013,SEO Organic,8063,539,6,0.05,0.3,January,5
2024-01-30,CAMP_013,SEO Organic,12094,808,9,0.08,0.45,January,5
2024-01-31,CAMP_013,SEO Organic,8035,537,6,0.05,0.3,January,5
2024-02-01,CAMP_013,SEO Organic,7951,531,6,0.05,0.29,February,5
2024-02-02,CAMP_013,SEO Organic,7048,471,5,0.05,0.26,February,5
2024-02-03,CAMP_013,SEO Organic,9599,641,7,0.06,0.36,February,5
2024-02-04,CAMP_013,SEO Organic,10142,678,8,0.07,0.38,February,5
2024-02-05,CAMP_013,SEO Organic,7219,482,5,0.05,0.27,February,6
2024-02-06,CAMP_013,SEO Organic,11377,760,9,0.08,0.42,February,6
2024-02-07,CAMP_013,SEO Organic,9489,634,7,0.06,0.35,February,6
2024-02-08,CAMP_013,SEO Organic,9905,662,8,0.07,0.37,February,6
2024-02-09,CAMP_013,SEO Organic,9416,629,7,0.06,0.35,February,6
2024-02-10,CAMP_013,SEO Organic,9181,613,7,0.06,0.34,February,6
2024-02-11,CAMP_013,SEO Organic,10112,676,8,0.07,0.37,February,6
2024-02-12,CAMP_013,SEO Organic,7743,517,6,0.05,0.29,February,7
2024-02-13,CAMP_013,SEO Organic,7899,528,6,0.05,0.29,February,7
2024-02-14,CAMP_013,SEO Organic,11882,794,9,0.08,0.44,February,7
2024-02-15,CAMP_013,SEO Organic,12376,827,10,0.08,0.46,February,7
2024-02-16,CAMP_013,SEO Organic,9020,603,7,0.06,0.33,February,7
2024-02-17,CAMP_013,SEO Organic,8420,563,6,0.06,0.31,February,7
2024-02-18,CAMP_013,SEO Organic,10606,709,8,0.07,0.39,February,7
2024-02-19,CAMP_013,SEO Organic,9228,617,7,0.06,0.34,February,8
2024-02-20,CAMP_013,SEO Organic,6982,466,5,0.05,0.26,February,8
2024-02-21,CAMP_013,SEO Organic,7748,518,6,0.05,0.29,February,8
2024-02-22,CAMP_013,SEO Organic,11028,737,8,0.07,0.41,February,8
2024-02-23,CAMP_013,SEO Organic,10693,715,8,0.07,0.4,February,8
2024-02-24,CAMP_013,SEO Organic,6992,467,5,0.05,0.26,February,8
2024-02-25,CAMP_013,SEO Organic,8134,543,6,0.05,0.3,February,8
2024-02-26,CAMP_013,SEO Organic,8187,547,6,0.05,0.3,February,9
2024-02-27,CAMP_013,SEO Organic,10769,720,8,0.07,0.4,February,9
2024-02-28,CAMP_013,SEO Organic,6949,464,5,0.05,0.26,February,9
2024-02-29,CAMP_013,SEO Organic,7443,497,6,0.05,0.28,February,9
2024-03-01,CAMP_013,SEO Organic,11519,770,9,0.08,0.43,March,9
2024-03-02,CAMP_013,SEO Organic,7880,526,6,0.05,0.29,March,9
2024-03-03,CAMP_013,SEO Organic,10657,712,8,0.07,0.4,March,9
2024-03-04,CAMP_013,SEO Organic,8229,550,6,0.06,0.31,March,10
2024-03-05,CAMP_013,SEO Organic,7416,495,6,0.05,0.27,March,10
2024-03-06,CAMP_013,SEO Organic,8258,552,6,0.06,0.31,March,10
2024-03-07,CAMP_013,SEO Organic,11065,739,8,0.07,0.41,March,10
2024-03-08,CAMP_013,SEO Organic,11846,792,9,0.08,0.44,March,10
2024-03-09,CAMP_013,SEO Organic,11697,782,9,0.08,0.43,March,10
2024-03-10,CAMP_013,SEO Organic,9160,612,7,0.06,0.34,March,10
2024-03-11,CAMP_013,SEO Organic,10747,718,8,0.07,0.4,March,11
2024-04-18,CAMP_014,Instagram Ads,4252,93,2,135.9,456.45,April,16
2024-04-19,CAMP_014,Instagram Ads,4525,99,2,144.63,485.79,April,16
2024-04-20,CAMP_014,Instagram Ads,6395,139,3,204.39,686.51,April,16
2024-04-21,CAMP_014,Instagram Ads,3657,80,1,116.88,392.56,April,16
2024-04-22,CAMP_014,Instagram Ads,3882,84,1,124.06,416.69,April,17
2024-04-23,CAMP_014,Instagram Ads,4261,93,2,136.19,457.42,April,17
2024-04-24,CAMP_014,Instagram Ads,3699,80,1,118.22,397.07,April,17
2024-04-25,CAMP_014,Instagram Ads,4179,91,2,133.56,448.61,April,17
2024-04-26,CAMP_014,Instagram Ads,5424,118,2,173.35,582.26,April,17
2024-04-27,CAMP_014,Instagram Ads,4923,107,2,157.34,528.48,April,17
2024-04-28,CAMP_014,Instagram Ads,6384,139,3,204.03,685.29,April,17
2024-04-29,CAMP_014,Instagram Ads,6151,134,2,196.58,660.26,April,18
2024-04-30,CAMP_014,Instagram Ads,4676,102,2,149.45,501.98,April,18
2024-05-01,CAMP_014,Instagram Ads,4421,96,2,141.29,474.57,May,18
2024-05-02,CAMP_014,Instagram Ads,4794,104,2,153.21,514.59,May,18
2024-05-03,CAMP_014,Instagram Ads,5446,119,2,174.07,584.67,May,18
2024-05-04,CAMP_014,Instagram Ads,4447,97,2,142.15,477.44,May,18
2024-05-05,CAMP_014,Instagram Ads,5551,121,2,177.43,595.94,May,18
2024-05-06,CAMP_014,Instagram Ads,4886,106,2,156.15,524.48,May,19
2024-05-07,CAMP_014,Instagram Ads,5328,116,2,170.28,571.94,May,19
2024-05-08,CAMP_014,Instagram Ads,4969,108,2,158.8,533.37,May,19
2024-05-09,CAMP_014,Instagram Ads,4529,99,2,144.76,486.23,May,19
2024-05-10,CAMP_014,Instagram Ads,6557,143,3,209.56,703.86,May,19
2024-05-11,CAMP_014,Instagram Ads,5984,130,2,191.24,642.34,May,19
2024-05-12,CAMP_014,Instagram Ads,4051,88,1,129.47,434.86,May,19
2024-05-13,CAMP_014,Instagram Ads,6309,138,3,201.63,677.24,May,20
2024-05-14,CAMP_014,Instagram Ads,5128,112,2,163.88,550.44,May,20
2024-05-15,CAMP_014,Instagram Ads,6390,139,3,204.22,685.92,May,20
2024-05-16,CAMP_014,Instagram Ads,6096,133,2,194.84,654.41,May,20
2024-05-17,CAMP_014,Instagram Ads,4935,107,2,157.72,529.74,May,20
2024-05-18,CAMP_014,Instagram Ads,3686,80,1,117.82,395.71,May,20
2024-05-19,CAMP_014,Instagram Ads,4449,97,2,142.21,477.65,May,20
2024-05-20,CAMP_014,Instagram Ads,5296,115,2,169.25,568.48,May,21
2024-05-21,CAMP_014,Instagram Ads,5580,122,2,178.35,599.04,May,21
2024-05-22,CAMP_014,Instagram Ads,4416,96,2,141.14,474.05,May,21
2024-05-23,CAMP_014,Instagram Ads,4048,88,1,129.4,434.61,May,21
2024-05-24,CAMP_014,Instagram Ads,6205,135,3,198.31,666.08,May,21
2024-05-25,CAMP_014,Instagram Ads,6668,145,3,213.12,715.82,May,21
2024-05-26,CAMP_014,Instagram Ads,5246,114,2,167.67,563.17,May,21
2024-05-27,CAMP_014,Instagram Ads,4149,90,2,132.6,445.37,May,22
2024-05-28,CAMP_014,Instagram Ads,4461,97,2,142.57,478.85,May,22
2024-05-29,CAMP_014,Instagram Ads,3673,80,1,117.41,394.36,May,22
2024-05-30,CAMP_014,Instagram Ads,6451,141,3,206.17,692.49,May,22
2024-05-31,CAMP_014,Instagram Ads,3981,87,1,127.26,427.42,May,22
2024-06-01,CAMP_014,Instagram Ads,5404,118,2,172.71,580.09,June,22
2024-06-02,CAMP_014,Instagram Ads,4466,97,2,142.74,479.43,June,22
2024-06-03,CAMP_014,Instagram Ads,5334,116,2,170.49,572.65,June,23
2024-06-04,CAMP_014,Instagram Ads,5636,123,2,180.13,605.01,June,23
2024-06-05,CAMP_014,Instagram Ads,6189,135,3,197.8,664.35,June,23
2024-06-06,CAMP_014,Instagram Ads,4256,93,2,136.04,456.93,June,23
2024-06-07,CAMP_014,Instagram Ads,3651,79,1,116.68,391.9,June,23
2024-06-08,CAMP_014,Instagram Ads,4041,88,1,129.15,433.79,June,23
2024-06-09,CAMP_014,Instagram Ads,6407,140,3,204.76,687.74,June,23
2024-06-10,CAMP_014,Instagram Ads,6326,138,3,202.17,679.04,June,24
2024-06-11,CAMP_014,Instagram Ads,5469,119,2,174.78,587.04,June,24
2024-06-12,CAMP_014,Instagram Ads,5478,119,2,175.09,588.07,June,24
2024-06-13,CAMP_014,Instagram Ads,5678,124,2,181.48,609.54,June,24
2024-06-14,CAMP_014,Instagram Ads,4160,91,2,132.96,446.6,June,24
2024-06-15,CAMP_014,Instagram Ads,6451,141,3,206.19,692.53,June,24
2024-06-16,CAMP_014,Instagram Ads,4915,107,2,157.08,527.59,June,24
2024-06-17,CAMP_014,Instagram Ads,4804,105,2,153.55,515.73,June,25
2024-06-18,CAMP_014,Instagram Ads,5225,114,2,167.0,560.92,June,25
